ahe;year;bachelor;female;age
21,2550602;2008;1;0;29
4,807692528;2008;1;0;30
20,19230843;2008;1;1;31
22,22222137;2008;1;0;30
40,38461685;2008;1;0;34
12,93706322;2008;1;0;34
8,012820244;2008;0;1;30
45,67307663;2008;1;0;33
12,01923084;2008;0;1;29
19,23077011;2008;0;0;33
21,63461494;2008;0;0;30
14,36923122;2008;0;0;33
20,19230843;2008;0;0;28
24,03846169;2008;1;0;28
36,53845978;2008;1;1;34
15,38461494;2008;1;1;31
9,615385056;2008;1;0;30
21,97802162;2008;1;1;31
17,30769157;2008;1;0;32
24,03846169;2008;0;0;33
11,05865383;2008;0;0;33
8,791209221;2008;0;0;26
9,846154213;2008;1;0;26
34,85577011;2008;0;0;32
12,2863245;2008;0;1;25
22,64957237;2008;0;0;34
19,71153831;2008;1;1;31
14,00560188;2008;0;0;31
26,92307663;2008;1;1;32
28,84615326;2008;0;0;34
24,03846169;2008;0;1;28
11,97916698;2008;0;1;32
11,05769253;2008;0;1;32
15,38461494;2008;0;0;29
11,53846169;2008;0;1;33
11,05769253;2008;1;0;32
18,75;2008;1;1;33
16,34615326;2008;0;0;28
14,42307663;2008;0;0;29
8,241758347;2008;1;1;28
13,51351357;2008;0;0;28
14,42307663;2008;1;0;26
7,211538315;2008;1;1;30
13,63636398;2008;1;0;32
14,42307663;2008;0;0;33
10,32966995;2008;1;1;25
13,67521381;2008;1;1;31
30,76922989;2008;0;0;29
17,09401703;2008;0;1;25
13,73626328;2008;1;1;30
18,07692337;2008;1;1;33
5,769230843;2008;0;0;34
12,30769253;2008;1;1;26
15,86538506;2008;0;1;33
11,5;2008;0;0;25
12,01923084;2008;0;0;34
9,615385056;2008;0;1;31
21,97802162;2008;1;0;26
16,15384674;2008;0;0;26
17,8571434;2008;0;1;34
9,615385056;2008;0;0;30
21,63461494;2008;0;0;28
40,86538315;2008;1;0;34
31,25;2008;1;1;30
31,25;2008;1;1;25
19,23077011;2008;0;0;28
17,78846169;2008;1;0;27
19,23077011;2008;0;0;31
28,84615326;2008;0;0;33
49,03845978;2008;1;1;31
51,92307663;2008;1;1;31
36,05769348;2008;1;0;31
20,19230843;2008;1;1;33
28,84615326;2008;1;0;25
53,07692337;2008;1;0;32
28,84615326;2008;1;1;25
29,32692337;2008;1;0;34
5,769230843;2008;0;1;31
20,67307663;2008;1;0;30
12,01923084;2008;1;0;32
11,05769253;2008;1;1;27
11,11111069;2008;0;1;33
11;2008;0;0;33
25,96153831;2008;1;0;33
16,41650963;2008;1;0;28
14,9572649;2008;0;0;30
24,03846169;2008;1;0;34
25,64102554;2008;1;0;25
16,94139099;2008;1;1;25
19,23077011;2008;1;0;26
46,63461685;2008;1;0;31
7,211538315;2008;1;0;28
23,07692337;2008;1;0;32
25;2008;1;1;25
27,88461494;2008;0;0;32
26,92307663;2008;1;1;31
4,807692528;2008;1;0;29
26,22377586;2008;0;0;29
15,86538506;2008;1;1;30
18,42948723;2008;1;0;25
28,84615326;2008;0;0;31
21,63461494;2008;0;1;29
15,38461494;2008;1;1;28
13,22115421;2008;0;1;30
13,35470104;2008;1;1;31
8,25;2008;0;1;33
14,55301476;2008;0;1;30
30,28846169;2008;1;0;28
19,23077011;2008;1;1;29
17,94871712;2008;0;0;33
26,44230843;2008;0;0;34
43,26922989;2008;1;0;33
24,03846169;2008;0;0;34
19,23077011;2008;1;1;32
10,43956089;2008;0;1;30
23,07692337;2008;0;0;32
14,42307663;2008;0;0;27
20,67307663;2008;0;1;27
23,80952454;2008;1;0;34
21,63461494;2008;0;0;27
12,01923084;2008;0;1;26
8,547008514;2008;0;1;33
11,1336031;2008;0;1;32
12,01923084;2008;1;1;25
13,63636398;2008;1;0;31
17,78846169;2008;0;1;32
20,67307663;2008;0;1;25
15;2008;1;0;33
14,42307663;2008;1;1;32
21,63461494;2008;0;0;33
5,288461685;2008;0;0;33
22,59615326;2008;1;1;34
18,26922989;2008;0;0;31
17,30769157;2008;1;1;34
17,67151833;2008;1;1;27
20,19230843;2008;1;0;28
15,73426533;2008;0;0;29
9,615385056;2008;0;1;34
10,57692337;2008;0;0;32
4,326922894;2008;0;1;29
5,769230843;2008;0;1;30
10,09615421;2008;1;0;28
21,1428566;2008;0;0;26
14,19413948;2008;0;0;26
13,56275272;2008;1;1;26
16,66666603;2008;0;0;33
15;2008;1;0;26
16,875;2008;1;1;25
19,23077011;2008;1;1;33
10,57692337;2008;0;0;28
14,52991486;2008;0;0;32
12,74509811;2008;0;0;32
28,6764698;2008;1;1;32
8;2008;1;1;27
19,95192337;2008;0;0;28
9,615385056;2008;0;0;33
33,65384674;2008;1;1;32
13,46153831;2008;0;0;34
9,29487133;2008;0;0;28
38,90876389;2008;1;1;29
19,23077011;2008;1;1;32
14,90480804;2008;0;0;32
19,23077011;2008;1;0;25
17,69230843;2008;1;0;33
17,78846169;2008;0;0;32
21,23931694;2008;1;0;32
17,09401703;2008;1;1;29
17,78846169;2008;1;1;34
7,211538315;2008;0;0;28
20,5128212;2008;1;1;27
14,42307663;2008;0;0;34
46,15384674;2008;1;0;32
12,01923084;2008;1;1;29
8,653845787;2008;0;0;25
18,58974266;2008;1;0;32
17,09401703;2008;1;1;31
14,9572649;2008;0;1;30
11,53846169;2008;1;1;25
18,84615326;2008;1;0;25
13,46153831;2008;1;1;26
12,01923084;2008;1;1;26
14,42307663;2008;0;0;27
31,25;2008;1;1;33
12,98076916;2008;0;0;32
8,17307663;2008;0;1;30
16,14635468;2008;0;0;32
15,8740387;2008;0;0;33
10,57692337;2008;0;1;26
19,23077011;2008;0;1;29
6,655769348;2008;0;0;27
17,78846169;2008;0;0;31
13,63636398;2008;0;0;31
9,79020977;2008;0;1;31
10,38461494;2008;0;0;25
15,38461494;2008;0;1;30
16,82692337;2008;0;0;27
19,23077011;2008;1;0;32
20,38461494;2008;1;1;30
21,15384674;2008;1;0;32
21,63461494;2008;1;1;32
8,547008514;2008;0;0;31
13,4640522;2008;0;0;28
14,90384579;2008;1;0;32
21,63461494;2008;0;0;33
15;2008;0;0;25
11,05769253;2008;1;1;32
13;2008;1;0;29
32,69230652;2008;0;0;32
13,02083302;2008;0;0;26
57,30769348;2008;1;0;28
9,615385056;2008;0;1;27
9,615385056;2008;1;0;26
9,615385056;2008;1;0;27
9,615385056;2008;1;0;25
9,615385056;2008;1;0;25
23,5;2008;0;1;34
12,01923084;2008;0;0;29
18,26922989;2008;0;0;27
38,46154022;2008;1;0;34
11;2008;1;1;30
26,44230843;2008;1;0;30
9,615385056;2008;1;0;29
23,78542519;2008;1;0;29
8,653845787;2008;0;1;28
11,60000038;2008;0;0;31
17,30769157;2008;1;1;25
9,615385056;2008;1;0;25
10;2008;0;0;25
24,03846169;2008;1;1;26
30,28846169;2008;1;0;28
52;2008;0;0;33
32,90598297;2008;1;1;28
28,84615326;2008;1;1;27
3,525640965;2008;0;0;29
24,57202721;2008;1;0;29
26,92307663;2008;1;1;30
45,54655838;2008;0;1;25
5,769230843;2008;0;1;32
20,87912178;2008;1;1;33
15,38461494;2008;0;1;31
29,9145298;2008;0;0;29
24,03846169;2008;1;1;28
29,05982971;2008;1;0;33
42,30769348;2008;1;0;33
60,09615326;2008;1;0;33
28,84615326;2008;0;0;30
25,64102554;2008;1;0;27
40,86538315;2008;1;1;26
20,67307663;2008;1;1;27
19,23077011;2008;0;0;26
21,67832184;2008;1;0;30
19,23077011;2008;0;0;29
15,73426533;2008;1;1;28
19,71153831;2008;1;0;27
28,84615326;2008;1;1;28
12,01923084;2008;1;1;28
8,17307663;2008;1;0;28
48,07692337;2008;1;0;25
7,591093063;2008;0;0;25
10,09615421;2008;0;1;26
27,40384674;2008;1;0;25
14,61538506;2008;1;0;30
27,47252655;2008;1;1;26
62,5;2008;1;0;33
12,01923084;2008;0;0;28
27,77777863;2008;1;1;25
57,69230652;2008;1;1;31
48,07692337;2008;1;0;32
10,48387051;2008;1;1;27
8,333333015;2008;0;0;28
6,153846264;2008;0;1;26
12,85714245;2008;0;1;26
12,85714245;2008;0;0;25
26,44230843;2008;1;0;29
21,63461494;2008;0;1;34
32,05128098;2008;1;1;27
19,71153831;2008;1;0;25
11,25;2008;0;1;27
26,92307663;2008;0;0;30
12,5;2008;0;0;27
28,84711456;2008;1;1;34
17,94871712;2008;1;1;32
21,91413307;2008;1;1;30
14,42307663;2008;0;0;34
12,01923084;2008;0;0;28
21,53846169;2008;1;0;30
10,88888931;2008;1;1;30
23,07692337;2008;1;1;30
31,25;2008;1;1;30
52,88461685;2008;1;1;34
23,07692337;2008;1;1;33
50,48077011;2008;1;1;32
18,02884674;2008;1;0;31
19,23077011;2008;0;1;28
8,854166985;2008;0;0;31
21,63461494;2008;0;0;34
14,81481457;2008;0;0;33
25,48077011;2008;1;1;32
36,05769348;2008;1;0;31
32,69230652;2008;1;1;31
14,90384579;2008;0;0;28
16,34615326;2008;0;0;30
5,769230843;2008;0;1;25
13,46153831;2008;0;0;27
15,76923084;2008;1;0;31
12;2008;0;0;31
6,25;2008;0;1;33
27,47252655;2008;1;1;34
20;2008;1;1;26
21,36752129;2008;0;0;28
4,808653832;2008;1;1;30
13,15789509;2008;0;1;30
22,21153831;2008;1;0;26
21,63461494;2008;1;1;30
13,56275272;2008;1;1;30
28,84615326;2008;1;0;31
30,76922989;2008;1;0;29
19,23077011;2008;0;1;32
12,5;2008;0;0;32
23,77622414;2008;0;0;34
21,15384674;2008;1;0;33
7,692307472;2008;0;0;33
35,50296021;2008;0;0;32
14,42307663;2008;1;1;25
17,20647812;2008;1;1;31
28,17531395;2008;1;0;32
31,25;2008;1;1;34
18,02884674;2008;1;0;31
16,82692337;2008;1;0;27
20,76922989;2008;1;1;25
32,96703339;2008;0;0;29
19,23077011;2008;0;1;29
34,39230728;2008;0;0;31
19,71153831;2008;0;1;27
11,53846169;2008;0;0;29
15,38461494;2008;1;1;34
16,48351669;2008;0;1;33
43,26922989;2008;1;0;30
24,78632545;2008;1;1;25
10;2008;1;0;25
8,17307663;2008;0;1;26
26,49572563;2008;1;0;29
14,42307663;2008;1;0;29
29,05982971;2008;0;1;27
24,07407379;2008;0;1;29
24,03846169;2008;1;0;34
10,57692337;2008;1;1;27
33,65384674;2008;1;0;26
16,82692337;2008;1;1;32
12,01923084;2008;1;1;33
10,09711552;2008;0;0;32
5,288461685;2008;1;0;26
25,64102554;2008;1;0;25
31,25;2008;1;0;33
10;2008;0;1;32
27,61341286;2008;1;0;27
24,65483284;2008;1;1;28
24,03846169;2008;1;1;28
35,7142868;2008;1;0;28
29,10602951;2008;1;0;26
17,64422989;2008;1;1;27
5,494505405;2008;0;1;30
46,63461685;2008;1;1;34
15,38461494;2008;1;1;28
19,23077011;2008;1;1;26
15;2008;0;0;26
9,616346359;2008;1;0;27
14,42307663;2008;0;0;31
38,46154022;2008;1;0;32
26,44230843;2008;1;1;29
6,971153736;2008;0;0;31
12,01923084;2008;0;0;25
7,211538315;2008;0;0;25
20,67307663;2008;0;0;28
12,47505188;2008;1;1;33
28,84615326;2008;1;0;30
15,86538506;2008;0;1;34
28,20512772;2008;0;0;34
30,44871712;2008;0;0;30
22,59615326;2008;0;1;27
13,46153831;2008;0;0;28
12,69230747;2008;0;0;26
17,3992672;2008;0;1;28
16,82692337;2008;0;1;33
18,26922989;2008;0;0;32
23,07692337;2008;0;0;31
8,17307663;2008;1;0;30
23,84615326;2008;1;1;34
9,5;2008;1;0;27
19,67799568;2008;1;0;25
28,84615326;2008;0;0;29
17,03296661;2008;0;1;31
14,42307663;2008;0;0;30
12,01923084;2008;0;1;33
35,05913544;2008;0;0;32
20,67307663;2008;1;0;28
35,09615326;2008;1;1;27
58;2008;1;0;30
14,58333302;2008;0;0;33
6,971153736;2008;0;0;29
17,69230843;2008;1;0;31
14,9572649;2008;1;0;29
19,23077011;2008;0;0;33
20,19230843;2008;0;0;34
18,75;2008;0;1;29
15,86538506;2008;0;1;29
16,82692337;2008;0;0;28
20,76922989;2008;1;1;32
23,07692337;2008;1;1;34
60,09615326;2008;1;0;32
29,5;2008;0;0;29
16,26922989;2008;0;0;32
16,34615326;2008;0;0;31
19,23077011;2008;1;0;25
18,75;2008;1;1;33
12,98076916;2008;0;1;32
47,75249863;2008;1;0;30
25;2008;0;0;28
5,480769157;2008;1;1;26
21,53846169;2008;0;0;30
12,82051277;2008;1;1;29
29,80769157;2008;0;0;31
28,84615326;2008;0;0;30
25;2008;0;0;25
21,63461494;2008;0;0;34
16,82692337;2008;0;0;33
38,46154022;2008;1;0;29
12,01923084;2008;0;1;27
42,30769348;2008;1;0;33
27,69230843;2008;1;1;27
36,71328735;2008;1;1;30
48,07692337;2008;1;0;31
22,11538506;2008;1;1;28
21,15384674;2008;1;1;28
24,03846169;2008;1;1;26
21,45299149;2008;1;1;34
26,44230843;2008;1;0;29
12,08791256;2008;0;1;31
22,11538506;2008;1;1;27
13,46153831;2008;1;1;28
7,894736767;2008;0;0;27
16,82692337;2008;1;0;27
40,38461685;2008;1;0;28
24,72527504;2008;1;1;29
31,2509613;2008;1;0;34
12,02019215;2008;1;0;31
26,92307663;2008;1;1;28
9,001636505;2008;1;1;32
23,4265728;2008;1;0;30
27,77777863;2008;0;1;31
38,46154022;2008;1;0;33
48,07692337;2008;1;0;34
21,35416603;2008;1;1;33
26,92307663;2008;1;1;28
27,47252655;2008;1;1;29
26,92307663;2008;1;1;25
21,3286705;2008;1;1;26
18,84615326;2008;1;0;34
33,65384674;2008;1;1;29
29,4871788;2008;1;0;29
27,30769157;2008;1;0;28
48,07692337;2008;0;1;28
23,07692337;2008;1;0;27
14,42307663;2008;1;1;28
26,44230843;2008;1;0;32
17,09401703;2008;1;0;30
26,44230843;2008;1;0;32
36,32478714;2008;0;0;31
7,211538315;2008;0;0;32
24,03846169;2008;0;0;27
11,53846169;2008;0;1;32
24,03942299;2008;0;0;27
14,5348835;2008;0;0;28
12,01923084;2008;0;1;27
15,38461494;2008;1;1;25
14,42307663;2008;1;1;34
26,44230843;2008;1;1;34
37,95546722;2008;1;1;27
18,84615326;2008;1;1;27
31,74603081;2008;1;0;27
24,03846169;2008;1;1;28
52,88461685;2008;1;1;33
12,5;2008;0;1;28
18,26922989;2008;0;0;25
15,88628769;2008;0;1;31
19,23077011;2008;0;0;33
15,38461494;2008;0;1;25
21,63461494;2008;1;1;32
12,82051277;2008;1;0;27
9,935897827;2008;1;1;28
14,42307663;2008;1;1;31
14,42307663;2008;1;0;26
7,967032909;2008;0;0;26
27,88461494;2008;1;1;30
18,11224556;2008;1;1;31
15,38461494;2008;0;0;29
13,46153831;2008;0;0;34
28,84615326;2008;0;0;30
8,17307663;2008;0;1;27
22,23557663;2008;1;1;29
28,84615326;2008;1;0;30
34,61538315;2008;1;0;32
14,52991486;2008;1;0;30
36,53845978;2008;0;1;32
60,09615326;2008;1;0;34
24,03846169;2008;1;1;32
24,03846169;2008;1;1;29
27,77777863;2008;1;0;31
7,8125;2008;0;0;27
5,153846264;2008;0;1;32
10,09615421;2008;0;1;32
17,30769157;2008;1;1;28
24,51922989;2008;1;0;34
10,09615421;2008;0;0;25
16,82692337;2008;1;1;25
10;2008;0;0;33
20,19230843;2008;1;1;26
20,19230843;2008;0;0;27
17,01922989;2008;1;1;26
31,25;2008;1;0;34
12,01923084;2008;1;1;30
5,057692528;2008;0;0;27
36,53845978;2008;1;0;34
39,70588303;2008;1;0;27
13,46153831;2008;1;1;25
13,46153831;2008;0;0;25
19,23077011;2008;1;1;26
10,96153831;2008;0;1;34
74,78632355;2008;1;1;34
12,98076916;2008;0;0;31
32,21154022;2008;1;1;34
19,23077011;2008;0;0;34
14,42307663;2008;1;1;32
28,84615326;2008;1;0;31
28,84615326;2008;1;0;31
22,59615326;2008;0;0;33
34,13461685;2008;1;0;33
11,53846169;2008;0;1;33
17,58241844;2008;0;1;28
16,82692337;2008;0;1;33
32,69230652;2008;1;1;27
23,07692337;2008;1;0;26
19,71153831;2008;0;1;29
15,38461494;2008;1;1;33
19,23077011;2008;0;0;28
19,23077011;2008;0;0;32
16,82692337;2008;0;0;31
16,34615326;2008;1;0;34
16,34615326;2008;0;0;29
19,71153831;2008;1;0;27
22,59615326;2008;1;0;26
13,15789509;2008;0;0;26
49,52381134;2008;0;0;32
9,230769157;2008;0;1;25
9,946949959;2008;0;0;33
19,71153831;2008;0;0;31
19,23077011;2008;0;0;34
19,23077011;2008;1;1;29
18,68131828;2008;1;1;32
31,54120827;2008;1;1;33
11,53846169;2008;0;1;26
38,03418732;2008;1;0;30
13,73626328;2008;0;1;25
15,86538506;2008;1;1;31
45,67307663;2008;0;0;30
11,92307663;2008;0;0;30
16,02564049;2008;0;1;25
12,5;2008;0;0;32
17,63365364;2008;1;0;27
8,791209221;2008;0;1;34
26,44230843;2008;1;0;34
31,25;2008;1;1;28
20,19230843;2008;0;0;34
15,18218613;2008;0;1;29
15,54828167;2008;0;1;29
20;2008;0;1;29
31,46853065;2008;1;0;30
19,23077011;2008;0;1;30
33,65384674;2008;1;0;32
24,03846169;2008;0;0;33
22,11538506;2008;1;1;27
11,53846169;2008;1;1;25
21,63461494;2008;0;0;29
14,42307663;2008;0;1;29
6,944444656;2008;0;1;28
13,46153831;2008;0;0;26
20,19230843;2008;1;1;34
13,11188793;2008;0;0;32
34,61538315;2008;1;0;33
10,1214571;2008;0;1;31
18,75;2008;1;1;25
14,89583302;2008;0;0;28
17,78846169;2008;1;1;26
29,44711494;2008;1;0;29
12,01923084;2008;1;0;27
10;2008;0;0;26
28,36538506;2008;1;1;33
16,82788467;2008;0;0;34
15,86538506;2008;1;1;28
14,42307663;2008;0;1;29
7,085020065;2008;0;1;30
9,450549126;2008;0;1;32
24,572649;2008;1;0;27
23,50427437;2008;1;1;31
9,615385056;2008;0;1;25
21,23077011;2008;1;1;31
5,200549603;2008;0;1;31
5,200549603;2008;0;1;31
28,13725472;2008;0;0;32
16,19433212;2008;0;1;28
30,76922989;2008;1;0;32
21,63461494;2008;1;0;32
40,38461685;2008;1;0;29
14,42307663;2008;0;1;33
15,98557663;2008;1;1;33
17,71255112;2008;0;1;29
14,42307663;2008;1;0;28
15,38461494;2008;0;1;32
5,963461399;2008;0;0;29
12,08791256;2008;0;1;34
26,92307663;2008;0;0;27
16,82692337;2008;1;1;29
18,2445755;2008;0;1;31
17,09401703;2008;0;1;30
16,82692337;2008;0;1;32
21,15384674;2008;1;1;28
23,62637329;2008;1;1;27
18,26922989;2008;0;0;26
21,63461494;2008;0;0;32
14,67611313;2008;0;1;33
31,92307663;2008;1;1;33
8,136095047;2008;0;1;34
24,03846169;2008;1;1;29
16,82692337;2008;1;1;29
13,46153831;2008;0;0;29
39,42307663;2008;1;1;31
25,96153831;2008;0;0;33
18,26922989;2008;0;0;28
11,25;2008;0;0;33
23,55769157;2008;1;0;27
6;2008;0;1;31
12,5;2008;0;0;26
5,161538601;2008;0;1;30
28,84615326;2008;1;0;33
33,65384674;2008;1;1;31
8,653845787;2008;0;0;32
15,38461494;2008;1;1;25
28,84615326;2008;0;0;34
11,05769253;2008;0;1;31
19,23077011;2008;1;1;29
29,9145298;2008;1;0;29
29,9145298;2008;1;1;29
9,616346359;2008;1;1;31
19,23077011;2008;1;1;26
24,03846169;2008;0;1;33
16,82692337;2008;1;0;33
4,807692528;2008;1;1;32
13,46153831;2008;0;1;31
10,09615421;2008;0;0;32
11,53846169;2008;0;1;30
32,21154022;2008;0;0;34
14,42307663;2008;0;0;33
9,619711876;2008;0;1;30
28,84615326;2008;1;1;28
9,615385056;2008;0;0;27
48,07692337;2008;0;1;31
7,211538315;2008;0;0;29
9,890110016;2008;0;0;31
23,50427437;2008;1;0;30
26,44230843;2008;1;0;27
21,63461494;2008;1;1;29
55,23731613;2008;1;0;34
28,63247871;2008;1;0;25
15,18218613;2008;0;0;30
14,42307663;2008;0;1;33
15,38461494;2008;1;0;25
21,92307663;2008;0;1;34
23,07692337;2008;0;1;28
20,60439491;2008;0;0;32
36,05769348;2008;1;1;33
38,46154022;2008;1;1;31
19,23077011;2008;1;0;25
19,23077011;2008;0;0;30
30,04807663;2008;1;0;31
4,738562107;2008;1;1;29
32,69230652;2008;1;1;27
24,03846169;2008;1;1;32
16,34615326;2008;1;0;34
18,68241692;2008;0;1;30
7,5;2008;0;0;30
22,18934822;2008;1;1;31
14,42307663;2008;0;0;32
23,07692337;2008;1;1;32
48,07788467;2008;1;0;32
14,42307663;2008;1;1;25
34,18803406;2008;1;0;31
20,19230843;2008;1;0;33
28,84615326;2008;1;1;27
12,5;2008;0;0;34
23,31730843;2008;1;0;34
27,40384674;2008;1;1;29
20,19230843;2008;0;0;26
28,63247871;2008;1;0;31
23,07692337;2008;0;1;26
39,23077011;2008;1;0;32
12,08791256;2008;1;0;28
8;2008;0;1;27
11,09467411;2008;1;1;28
17,09401703;2008;1;1;31
19,23077011;2008;1;0;30
12,82051277;2008;1;0;28
32,69230652;2008;1;1;26
26,44230843;2008;1;1;26
48,07692337;2008;1;1;34
26,92307663;2008;1;1;34
22,62443352;2008;1;0;26
20,19230843;2008;1;1;29
19,23077011;2008;1;0;27
13,46153831;2008;0;0;25
25;2008;1;1;28
25,64102554;2008;1;1;30
27,47252655;2008;1;1;31
28,84615326;2008;1;1;31
28,84615326;2008;1;1;30
15,59251595;2008;1;0;31
38,46218109;2008;1;0;26
42,73504257;2008;1;1;32
15,69858742;2008;1;1;27
27,77777863;2008;1;0;25
21,63461494;2008;1;0;28
24,03846169;2008;1;1;34
16,48351669;2008;1;0;34
21,63461494;2008;1;0;33
32,69230652;2008;1;1;27
52,44755173;2008;1;0;33
10,09615421;2008;0;0;30
12,82051277;2008;0;0;28
19,23077011;2008;1;1;31
19,23077011;2008;0;0;33
24,40902328;2008;1;1;26
19,23077011;2008;1;1;25
13,46153831;2008;1;1;25
55,28845978;2008;1;1;32
28,84615326;2008;1;0;30
24,03846169;2008;1;1;25
40,86538315;2008;1;0;33
16,66666603;2008;1;0;29
21,03653908;2008;1;1;26
44,37869644;2008;1;1;27
23,4375;2008;1;1;28
13,46153831;2008;1;0;27
46,15384674;2008;1;1;32
57,69230652;2008;1;1;33
20,67307663;2008;0;0;32
18,09134674;2008;1;0;31
13,46153831;2008;0;0;29
7,47863245;2008;1;1;25
6,730769157;2008;0;0;29
19,23077011;2008;0;0;28
2,884615421;2008;0;0;28
40,06410217;2008;1;0;30
9,615385056;2008;0;0;33
18,02884674;2008;0;0;28
13,94230747;2008;0;0;26
24,03846169;2008;0;0;30
11,05865383;2008;1;0;33
9,615385056;2008;0;1;30
19,23077011;2008;1;0;31
48,07692337;2008;1;1;31
19,23077011;2008;1;0;29
26,92307663;2008;1;0;25
24,03846169;2008;1;0;33
10,38461494;2008;1;0;34
20,67307663;2008;0;0;31
18;2008;1;1;31
16,82692337;2008;0;0;32
14,61538506;2008;0;0;34
29,9145298;2008;1;0;25
8,653845787;2008;0;1;30
23,50427437;2008;0;0;27
17,08333397;2008;0;1;26
42,73504257;2008;1;0;34
43,26922989;2008;1;0;32
24,03846169;2008;1;0;25
25,48077011;2008;1;1;32
38,46154022;2008;1;1;29
12,01923084;2008;0;1;31
14,42307663;2008;0;0;32
24,03846169;2008;1;0;31
13,46153831;2008;0;0;32
31,25;2008;1;1;31
12,01923084;2008;0;0;34
16,5;2008;1;1;32
27,4285717;2008;1;0;32
21,63461494;2008;1;1;31
14,42307663;2008;0;1;29
14,42307663;2008;0;0;34
15,38461494;2008;0;0;34
19,23077011;2008;0;0;33
28,84615326;2008;1;0;26
12,01923084;2008;0;0;33
19,23077011;2008;0;0;27
15,02403831;2008;1;0;33
19,23077011;2008;1;1;31
13,94230747;2008;1;1;26
25,96153831;2008;0;0;31
24,03846169;2008;0;0;27
3,365384579;2008;1;1;33
17,30769157;2008;0;0;27
36,05769348;2008;1;1;31
26,59574509;2008;1;0;31
11,53846169;2008;0;0;28
8,333333015;2008;1;0;29
30,76922989;2008;1;0;34
13,46263695;2008;1;1;29
62,5;2008;1;0;31
4,807692528;2008;0;1;33
8,653845787;2008;0;1;32
24;2008;0;0;31
31,2509613;2008;1;0;34
33,65384674;2008;1;0;28
28,84615326;2008;1;0;25
26,44230843;2008;1;0;29
26;2008;0;0;32
